Held,Kategorie,Talent,Eigenschaft 1,Eigenschaft 2,Eigenschaft 3,Modifikator,Erfolg,TaP/ZfP,TaW/ZfW,Eigenschaftswert 1,Eigenschaftswert 2,Eigenschaftswert 3
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,0,-4,6,14,15,13
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,6,6,14,15,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,8,14,15,13
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,0,1,12,16,13,13,14
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,9,14,13,15,13
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,10,1,8,18,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,10,1,5,18,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,10,1,8,18,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,10,1,8,18,13,13,14
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,5,1,7,16,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,13
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,18,0,-11,18,13,13,14
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,15,0,-8,18,13,13,14
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,7,12,13,15,13
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,0,1,2,2,14,15,10
Akira Masamune,Handwerk,Grobschmied,FL,KO,KK,15,1,3,18,13,13,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,7,1,5,12,14,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,10,16,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,9,16,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,8,0,-1,16,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,8,16,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,13,0,-3,16,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,2,1,13,16,13,15,13
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,5,10,13,15,13
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,1,10,13,15,13
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,7,10,13,15,13
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,5,10,13,15,13
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,3,4,14,15,10
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,3,0,-1,10,13,15,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,1,6,13,15,10
Hanzo Shimada,Natur,Fischen/Angeln,IN,FF,KK,0,1,5,5,15,13,12
Akira Masamune,Wissen,Anatomie,MU,KL,FF,0,0,-10,3,13,13,11
Bargaan Treuwall,Wissen,Anatomie,MU,KL,FF,0,0,-11,1,13,13,11
Hanzo Shimada,Handwerk,Ackerbau,IN,FF,KO,0,0,-7,1,13,11,13
Hanzo Shimada,Handwerk,Viehzucht,KL,IN,KK,0,0,-13,2,13,13,12
Hanzo Shimada,Körper,Reiten,CH,GE,KK,0,1,8,8,12,11,12
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,4,16,13,15,13
Hanzo Shimada,Körper,Zechen,IN,KO,KK,0,0,-5,2,15,12,12
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,8,1,7,16,13,15,13
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-11,4,14,15,10
Bargaan Treuwall,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-5,0,11,13,11
Bargaan Treuwall,Körper,Zechen,IN,KO,KK,0,1,4,5,13,15,15
Hanzo Shimada,Körper,Zechen,IN,KO,KK,0,0,-2,2,15,12,12
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,8,14,15,13
Akira Masamune,Körper,Zechen,IN,KO,KK,0,1,6,6,15,13,14
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,6,6,14,15,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,8,8,14,15,13
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-6,4,14,15,10
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,10,0,-22,4,14,15,10
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,0,-5,6,13,15,10
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,12,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,12,12,14,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,1,12,14,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-5,1,12,12,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,9,12,14,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,7,0,-1,12,14,15,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,3,11,13,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,10,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,9,14,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,8,14,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,12,12,14,15,15
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,1,6,14,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,0,-3,12,13,15,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,2,6,13,15,10
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,0,1,2,2,14,15,10
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,4,14,15,10
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,6,16,13,15,13
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,0,1,5,5,14,15,15
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,5,5,14,15,15
Hanzo Shimada,Wissen,Sagen/Legenden,KL,IN,CH,0,0,-6,2,14,15,10
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,4,7,14,15,15
Akira Masamune,Natur,Orientierung,KL,IN,IN,0,1,5,7,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,12,14,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,14,14,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,5,16,13,15,13
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,4,6,14,15,10
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,5,8,14,15,13
Hanzo Shimada,Gesellschaft,Sich Verkleiden,MU,CH,GE,0,0,-6,1,13,10,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,7,14,13,15,13
Bargaan Treuwall,Wissen,Rechnen,KL,KL,IN,0,0,-14,2,11,11,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,8,8,14,15,13
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,14,0,-7,7,15,15,15
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,7,0,-5,7,15,15,15
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,7,1,0,7,15,15,15
Hanzo Shimada,Gesellschaft,Sich Verkleiden,MU,CH,GE,0,0,-7,1,13,10,13
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,1,1,2,6,14,15,10
Bargaan Treuwall,Körper,Zechen,IN,KO,KK,0,1,2,5,13,15,15
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,0,-4,6,13,15,10
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,14,14,13,15,13
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-6,0,15,13,11
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,9,14,13,15,13
Hanzo Shimada,Körper,Zechen,IN,KO,KK,0,1,2,3,15,12,12
Bargaan Treuwall,Körper,Zechen,IN,KO,KK,0,1,5,5,13,15,15
Akira Masamune,Körper,Zechen,IN,KO,KK,0,1,3,6,15,13,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,10,14,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,3,11,13,13
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,10,10,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,12,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,10,14,15,15
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,0,0,15,13,11
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,-7,1,9,10,14,15,15
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-14,0,15,13,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-4,0,15,13,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,12,12,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,10,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-3,5,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,0,0,-2,4,12,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,1,5,5,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,4,4,12,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-3,5,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,0,0,-2,4,12,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-2,5,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,0,0,-8,4,12,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-6,5,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,1,4,12,13,14
Akira Masamune,Körper,Athletik,GE,KO,KK,0,0,-12,4,12,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-2,5,13,12,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,2,0,-6,5,13,12,12
Akira Masamune,Körper,Athletik,GE,KO,KK,4,1,0,4,12,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,1,3,5,13,12,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,2,0,-3,5,13,12,12
Hanzo Shimada,Körper,Körperbeherrschung,MU,IN,GE,2,0,-4,6,13,15,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-1,3,11,13,13
Akira Masamune,Körper,Athletik,GE,KO,KK,4,1,0,4,12,13,14
Akira Masamune,Natur,Orientierung,KL,IN,IN,4,1,2,7,14,15,15
Hanzo Shimada,Körper,Athletik,GE,KO,KK,2,0,-2,5,13,12,12
Hanzo Shimada,Körper,Klettern,MU,GE,KK,2,0,-3,9,13,13,12
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,8,1,6,14,13,15,13
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,1,4,12,13,14
Akira Masamune,Körper,Athletik,GE,KO,KK,4,0,-1,4,12,13,14
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,13,14,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,12,14,15,15
Akira Masamune,Natur,Orientierung,KL,IN,IN,5,1,2,7,14,15,15
Akira Masamune,Natur,Fährtensuchen,KL,IN,IN,0,1,0,0,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,10,14,15,15
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,-7,1,5,5,14,10,13
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,-7,1,5,5,14,10,13
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,-7,1,3,5,14,10,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,10,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,11,12,14,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-5,3,11,13,13
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,7,7,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,7,10,13,15,13
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,5,6,14,15,10
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-3,6,14,15,10
Akira Masamune,Gaben,Gefahreninstinkt,KL,IN,IN,0,1,4,7,14,15,15
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,8,8,14,15,13
Hanzo Shimada,Handwerk,Schlösser knacken,IN,FF,FF,-3,1,8,10,15,13,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,12,12,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,8,15,13,15,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,10,14,15,15
Hanzo Shimada,Wissen,Götter/Kulte,KL,KL,IN,0,1,0,2,14,14,15
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,0,-4,6,13,15,10
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-5,0,15,13,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-10,0,15,13,11
Hanzo Shimada,Natur,Wettervorhersage,KL,IN,IN,0,0,-7,3,14,15,15
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,3,6,13,15,10
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,12,14,15,15
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,0,-9,4,13,13,13
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,13,13,13
Walpurga Hausmännin,Natur,Wettervorhersage,KL,IN,IN,0,0,-2,1,13,13,13
Hanzo Shimada,Natur,Wettervorhersage,KL,IN,IN,0,1,3,3,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,13,15,13,15,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-4,3,11,13,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,10,14,15,15
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-9,4,13,13,12
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,1,1,4,13,13,12
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,0,-3,6,13,15,10
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,1,8,13,13,12
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,6,6,13,12,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,8,1,4,12,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Bargaan Treuwall,Körper,Singen,IN,CH,CH,0,0,-5,0,13,11,11
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,3,11,13,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,5,15,13,15,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,3,1,6,15,13,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,12,12,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,12,14,15,15
Hanzo Shimada,Handwerk,Schlösser knacken,IN,FF,FF,-3,1,10,14,15,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,2,1,0,5,14,15,15
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,-2,1,5,5,14,15,15
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,-2,1,5,5,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,2,10,14,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,3,11,13,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-13,3,11,13,12
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,3,11,13,12
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,5,5,15,15,15
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,-2,1,3,5,14,15,15
Akira Masamune,Gaben,Gefahreninstinkt,KL,IN,IN,0,1,7,7,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,12,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,13
Hanzo Shimada,Handwerk,Schlösser knacken,IN,FF,FF,4,1,8,14,15,13,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,10,14,15,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-5,3,11,13,12
Hanzo Shimada,Handwerk,Schlösser knacken,IN,FF,FF,2,1,3,14,15,13,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Hanzo Shimada,Handwerk,Schlösser knacken,IN,FF,FF,-3,1,14,14,15,13,13
Bargaan Treuwall,Wissen,Götter/Kulte,KL,KL,IN,0,0,-2,3,11,11,13
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,2,8,13,13,11
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,10,14,15,15
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,2,15,13,15,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,14,0,-13,8,14,15,13
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,14,0,-17,6,14,15,10
Bargaan Treuwall,Gesellschaft,Menschenkenntnis,KL,IN,CH,14,0,-35,0,11,13,11
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,12,15,13,15,13
Hanzo Shimada,Körper,Klettern,MU,GE,KK,0,0,-5,9,13,13,12
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,12,15,13,15,13
Hanzo Shimada,Körper,Klettern,MU,GE,KK,0,0,-3,9,7,13,12
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,9,15,13,15,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,10,14,15,15
Hanzo Shimada,Wissen,Tierkunde,MU,KL,IN,0,1,2,7,13,14,15
Hanzo Shimada,Körper,Körperbeherrschung,MU,IN,GE,0,1,5,5,15,13,14
Hanzo Shimada,Körper,Körperbeherrschung,MU,IN,GE,0,1,5,6,13,15,13
Akira Masamune,Körper,Körperbeherrschung,MU,IN,GE,0,1,1,9,13,15,12
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,10,14,15,15
Akira Masamune,Körper,Körperbeherrschung,MU,IN,GE,0,1,9,9,13,15,12
Hanzo Shimada,Körper,Körperbeherrschung,MU,IN,GE,0,1,3,6,13,15,13
Akira Masamune,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,10,10,13,12,14
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,0,1,5,5,15,13,14
Akira Masamune,Körper,Körperbeherrschung,MU,IN,GE,0,1,1,9,13,15,12
Hanzo Shimada,Körper,Körperbeherrschung,MU,IN,GE,0,1,6,6,13,15,13
Bargaan Treuwall,Handwerk,Heilkunde Wunden,KL,CH,FF,0,0,-5,3,11,11,12
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,0,0,-1,5,14,15,15
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,3,0,-12,5,14,15,15
Akira Masamune,Körper,Körperbeherrschung,MU,IN,GE,0,0,-2,9,13,15,12
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,0,1,5,5,14,15,15
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,0,1,2,5,15,13,14
Akira Masamune,Körper,Körperbeherrschung,MU,IN,GE,0,1,5,9,13,15,12
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,0,0,-7,5,15,13,14
Hanzo Shimada,Körper,Körperbeherrschung,MU,IN,GE,0,0,-1,6,13,15,13
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,0,0,-2,5,15,13,14
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,0,5,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,10,14,15,15
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,4,5,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,12,14,15,15
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,5,8,13,13,11
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,4,8,13,13,11
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,0,-2,8,13,13,11
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,1,8,13,13,11
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,0,-4,8,13,13,11
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,5,5,14,15,15
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,0,-6,5,14,15,15
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,1,5,15,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,0,-1,8,13,13,11
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,3,0,-1,8,13,13,11
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,6,0,-4,8,13,13,11
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,2,5,14,15,15
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,5,5,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,10,14,15,15
Bargaan Treuwall,Körper,Klettern,MU,GE,KK,-3,1,4,4,15,14,15
Bargaan Treuwall,Körper,Klettern,MU,GE,KK,-4,1,4,4,15,14,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,14,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-5,3,11,13,12
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,8,8,13,13,11
Akira Masamune,Natur,Fesseln/Entfesseln,FF,GE,KK,0,0,-2,10,13,12,14
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,4,8,13,13,11
Bargaan Treuwall,Handwerk,Holzbearbeitung,KL,FF,KK,0,0,-5,1,11,12,15
Akira Masamune,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,10,10,13,12,14
Hanzo Shimada,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,1,8,13,13,11
Bargaan Treuwall,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,6,6,12,14,15
Akira Masamune,Körper,Schwimmen,GE,Ko,KK,0,0,-3,8,12,13,14
Hanzo Shimada,Körper,Schwimmen,GE,Ko,KK,0,0,-1,6,13,11,11
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,5,5,14,15,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,3,11,13,12
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,6,6,13,11,11
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,0,1,8,8,13,13,14
Hanzo Shimada,Körper,Schwimmen,GE,Ko,KK,0,1,6,6,13,11,11
Akira Masamune,Körper,Schwimmen,GE,Ko,KK,0,1,3,8,12,13,14
Hanzo Shimada,Körper,Schwimmen,GE,Ko,KK,0,1,0,6,13,11,11
Akira Masamune,Körper,Schwimmen,GE,Ko,KK,0,1,8,8,12,13,14
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,5,5,14,15,15
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,0,1,1,5,14,15,15
Akira Masamune,Körper,Schwimmen,GE,Ko,KK,0,1,2,8,12,13,14
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,4,4,12,13,14
Akira Masamune,Natur,Orientierung,KL,IN,IN,0,1,3,7,14,15,15
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,2,7,14,15,15
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,4,4,11,13,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,12,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,10,1,2,12,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,10,0,-1,10,14,15,15
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,-2,1,7,7,14,15,15
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,10,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
Hanzo Shimada,Körper,Schwimmen,GE,Ko,KK,0,1,12,12,13,11,11
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,5,5,14,15,15
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,4,4,13,13,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,1,6,6,13,11,11
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,10,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,12,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,12,12,14,15,15
